text,Trump,Biden,West,HOF
Thank You. [NEWLINE][NEWLINE]Its [NEWLINE]#TrumpPence2020 https://t.co/sn5qGVeVRn,4.0,0.0,0.0,Non-Hateful
Trump ‘Very Disappointed‘ Durham Report Won‘t Come Before the Election https://t.co/zU2NqLqRVC via @BreitbartNews,2.0,0.0,0.0,Non-Hateful
"This Fox News story from 2008 details the circumstances of why Biden moved. Spoiler: it's more understandable, at least to me, than Trump thinks it is. https://t.co/PCQvfNDuVd https://t.co/ztTRcGxn28",1.0,2.0,0.0,Non-Hateful
"We’ll take your Chachi, James Wood and Angelina’s dad and we’ll raise you one Captain Sullenberger. @Captsully #BidenHarris2020 #Vote",0.0,4.0,0.0,Non-Hateful
No 2 #Biden honors the sacrifices and service of our members of the military. #Biden2020 https://t.co/fbFR4f0Hd4,0.0,4.0,0.0,Non-Hateful
"@MollyJongFast Because THEY ARE White Supremacists. They dance all around it but won't say ""I, president trump disavow white Supremacists"".That's all he has to say. #TrumpIsARacist #WorstTrumpEver #BidenHarris2020",1.0,4.0,0.0,Non-Hateful
Biden tells GOP senators: “Just because you have the power to do something doesn’t absolve you of your responsibility to do right by the American people. Summon your conscience and stand up for our system of checks and balances.” #Biden2020,0.0,2.0,0.0,Non-Hateful
"Mr. multiple bankruptcies? This is the leader, and the party, of cut and run. It should surprise no one that terminating a stimulus deal and running away pouting is all they know.[NEWLINE][NEWLINE]#VoteBlueToSaveAmerica #BidenHarris2020 https://t.co/9RdqeRf94R",0.0,4.0,0.0,Non-Hateful
Twitter and Tiktok are the top 2 social media platforms that clocked Trump when he stepped out of line. Do the same for Joe and Kamala. Hold everyone ACCOUNTABLE.,2.0,1.0,0.0,Non-Hateful
I keep refreshing to see if Pence has Covid.,1.0,0.0,0.0,Non-Hateful
We can’t claim to know and love God and hate our enemy!! We must become united! Please spread kindness and love!! 😊❤️🕊 #thankapoliceofficerday #BlackLivesMatter #Trump #AllLivesMatter #BidenHarris2020,2.0,2.0,0.0,Non-Hateful
"Looks like @realDonaldTrump @TeamTrump @SenateGOP LOST a lot of support last night after Trump told white supremist extremist militia to ""stand by"" We all know he's planning to attack Americans! He must have something really bad hidden #DumpTrump2020 #VoteBlue2020 #Resis https://t.co/YS3ZTGATZc",1.0,4.0,0.0,Non-Hateful
Wish ballots looked like:[NEWLINE][NEWLINE]0 Joe Biden/Kamala Harris [NEWLINE]0 Donald Trumo/Mike Pence[NEWLINE]0 Jo Jorgensen/ who cares[NEWLINE]0 Howie Hawkins/ didnt check[NEWLINE]0 ABOLISH THE PRESIDENCY FOREVER,2.0,2.0,0.0,Non-Hateful
@latrumpster @bblock29 @kayleighmcenany Advice that should be conveyed to trump. Probably the most negative person on the planet. Certainly the most harmful.,1.0,0.0,0.0,Non-Hateful
"Thank you, Matt. No matter who you voted for in the past and who you plan to vote for in the future, this year it's important to vote for #BidenHarris2020. #BidenCoalition #RepublicansForBiden https://t.co/o2UGLHIGNz",0.0,4.0,0.0,Non-Hateful
Said it before. Sayin' it again:[NEWLINE]Women have been seething for 4 years because of his misogyny[NEWLINE]Youth see his injustices[NEWLINE]Minorities see his hatred[NEWLINE]The poor have been marginalized &amp; left for dead by him[NEWLINE]Seniors now refuse to be sacrificed for the economy by Trump[NEWLINE]#Vote #BidenHarris,1.0,4.0,0.0,Non-Hateful
"Much more than 210,000...there families and friends disagree...literally millions know someone who has died from Covid.[NEWLINE]#TrumpCovid19 [NEWLINE]#FireTrump #Biden2020 #BlueWave2020 #FlipTheSenate [NEWLINE]#VoteBidenHarris2020 https://t.co/9PK3Ro8YyX",1.0,4.0,0.0,Non-Hateful
@POTUS with the Golden Touch! I Follow Back Patriot Accounts 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #FillTheSeatNOW #MAGA2020 #TRUMP2020ToSaveAmerica https://t.co/78qOeq4dHz,4.0,0.0,0.0,Non-Hateful
#ChrisWallace. You’re a liberal socialist democrat who protected Joey during the debate.  #Retire or be #Fired[NEWLINE]#Trump2020 #FoxNews,4.0,1.0,0.0,Non-Hateful
"@donwinslow and Bruce @springsteen, I just watched your new  video twice. I cried both times.  My heart breaks for PA and our entire country that has become very challenged under the monster trump.  I hope most of Anerica watches this powerful video and votes this devil out!👇 https://t.co/oezOs79kzw",1.0,0.0,0.0,Hateful
We all know after 30yrs radical @Rosa_DeLauro is hopelessly out of touch— and routinely calls herself &amp; @SpeakerPelosi the PeLoSises .. but trying to insult by calling me a female Donald Trump on @FOX61News interview?  Ummm....thank you?           K.Y.A,2.0,0.0,0.0,Non-Hateful
"@SenatorCollins This may be her way of saving face. Advocate for ""wait till after the election"" but when the Senate is voting, just say ""Well, I would have preferred we wait but now we have to vote"". Works for me! #Trump2020 #SCOTUSnominee",4.0,0.0,0.0,Non-Hateful
"@KamalaHarris H1N1 deaths world wide 151,000-574,000.[NEWLINE]Deaths in US 12,500[NEWLINE]% of US deaths compared to world wide any where from: 8.27%-2.17%[NEWLINE][NEWLINE]Covid-19 deaths world wide as of 9/22 966,000[NEWLINE]deaths in US 200,000[NEWLINE]% of US deaths compared to world wide: 20.7%[NEWLINE][NEWLINE]But @BarackObama failed #BidenHarris2020",0.0,4.0,0.0,Non-Hateful
"@jnaneswari1 @AlfredDKulikMD @Phil_Lewis_ @Liselle_V @abbydphillip Events are less 'organic' than they may at first appear. DNC never wanted Joe Biden as President, he was a means to an ends. Who voted for Joe? Most voted for blue no matter who, Kamala or against Trump.",2.0,3.0,0.0,Non-Hateful
This says it all!! Trump is an international threat at this point. He must be removed. Pence can fill in until Joe &amp; Kamala officially move in. https://t.co/IUOSMem0Nf,1.0,4.0,0.0,Non-Hateful
@ReaIDonTrump45_ @michaelbeatty3 @JusticeAmyConey Great choice Mr. President. I have Faith that she will do a great job. #KAG #TRUMP2020 #ACB,4.0,0.0,0.0,Non-Hateful
@jonathanvswan Seems like theyve resigned themselves to a Trump defeat.,1.0,0.0,0.0,Non-Hateful
"Win or lose, I don’t think Joe and Kamala will be texting me everyday after the election. 😭😭😭😭😭😭😭😭😭😭😭😭[NEWLINE]#BidenHarris2020 #BlueWave",0.0,4.0,0.0,Non-Hateful
"Hey @realDonaldTrump I appreciate you risking your life and those in the vehicle with you, to reassure the country that nothing has changed and you are still batshit crazy. Point made, go back into the hospital, please. #COVIDIOTS   #COVID19 #TrumpVirus #TrumpCoupPlot #Biden2020 https://t.co/crBZyFxnw6",1.0,4.0,0.0,Hateful
"Where I’m from, people who don’t pay taxes OR a.k.a. “break the law”... are called crimials/THUGS 🤷🏾‍♂️ #FOH #BidenHarris2020 https://t.co/IOElyBwWtv",0.0,4.0,0.0,Hateful
"My father died of Covid alone in a hospital. I had to say goodbye to him over a phone. Trump got a joyride to sooth his desperate need for attention, while endangering the lives of the Secret Service people in the car with him. To hell with him and all who enable him.",1.0,0.0,0.0,Non-Hateful
Remember When Donald Trump Told Biden He’ll Have A Vaccine In A Matter Of Weeks? Well Now Trump Has Been Given Medicine For Covid And His Health Is Already Improving[NEWLINE][NEWLINE]https://t.co/zuKwjRgWjY[NEWLINE][NEWLINE]#TrumpCovid #Trump #TrumpHasCovid #Trump2020 #coronavirus #COVID #COVID19 #vaccine #Cure https://t.co/9u3YJsdM0S,4.0,2.0,0.0,Non-Hateful
@realDonaldTrump California is always BLUE! For @JoeBiden &amp; @KamalaHarris !!!! #BidenHarris2020 #TrumpLiedPeopleDied #TrumpIsANationalDisgrace,1.0,4.0,0.0,Hateful
She talks about truth so why are they always lying? #LiberalismIsTheRealPandemic #Trump2020 https://t.co/WgFQ5Cw7h1,4.0,0.0,0.0,Non-Hateful
"@CraigAr64 @GreyGhost_Biker Do we really want this, America? #WalkAway #Trump2020 #Maga",4.0,0.0,0.0,Non-Hateful
"@BunnyObscure @PeaAyte @AOC @Mike_Pence Understood. It's not like someone gave her the gig. It takes incredible tenacity, organization and clarity of vision to pull off the win she did. Then she's survived daily attacks from millions of ppl on the right. Just anyone would never be in her position.",2.0,0.0,0.0,Non-Hateful
"Kamala Harris is an adulteress[NEWLINE]Joe Biden is an adulterer who gropes &amp; Sniffs kids[NEWLINE]His wife is an adulteress[NEWLINE]And you think being a parent is EASIER.[NEWLINE]You feckless moron, you are BLINDINGLY biased.[NEWLINE]@VanJones68[NEWLINE]It ain't over 'til the fat lady swings.[NEWLINE]#Impeachment #dossier #Anonymous https://t.co/dvjGxpFymd https://t.co/Xx0Q4VpYHU",0.0,1.0,0.0,Hateful
I just convinced someone to vote  that didn’t want to vote. #BidenHarris2020,0.0,4.0,0.0,Non-Hateful
@truth @JoeBiden Why has your wife taken more questions from the press than you? [NEWLINE][NEWLINE]@DrBiden [NEWLINE]#MAGA2020 [NEWLINE]#MAGA2020Landslide,4.0,1.0,0.0,Non-Hateful
I wonder how many times a day some one is trying to assassinate the @realDonaldTrump  and we just don't hear about it. We all have known this would be a C or D backup plan when all else is failing😡 #MAGA2020 #KAG  head on a swivel sir!! Stay safe out there!!🙏🏻🇺🇸🇺🇸🇺🇸🇺🇸,4.0,0.0,0.0,Non-Hateful
@JohnCornyn I'm going to go ahead and muzzle/mute you. I'm sick of seeing your bullshit on my feed. #VoteHimOut2020 #BidenHarris2020,1.0,4.0,0.0,Hateful
@brianschatz NONE OF IT IS TRUE. IT IS ALL A LIE. PR STUNT BECAUSE HE IS LOSING. WANTS SYMPATHY VOTE. FAILED BUISNESS MAN. BROKE LOSER. WORST PRESIDENT EVER. THREAT TO OUR DEMOCRACY. #COVIDIOT #TrumpIsANationalDisgrace #TrumpCovidHoax #TrumpIsALoser #TrumpIsBroke #TrumpLied200KDied #Biden2020,1.0,4.0,0.0,Hateful
"@SenKamalaHarris Together with your politics and Biden’s criminal past... you guys have brought together ALL good Americans... for truth, justice,and law enforcement, so our kids can walk to school... if you have any dignity, you would call off all of yourRioters before you lose your election",0.0,1.0,0.0,Non-Hateful
@seanhannity trump and the trumplicans have caused more damage to this country than any other WH or GOP controlled Congress in American History!!  #FuckOffLyinTed #BidenHarris2020 #BlueLandslide2020  The GOP and trump are DONE!,1.0,4.0,0.0,Hateful
Joe Biden and Kamala Harris are gonna win #Election2020  with both a bang and a WI/MI/PA.[NEWLINE][NEWLINE]https://t.co/ZJaGHrJIbB,0.0,4.0,0.0,Non-Hateful
"@CNN @CNNPolitics @ABC @CBSNews @MSNBC @maddow You all take $ to air Trumps false ads, so stop spreading disinformation for profit! For every minute you cover Trumps disinformation pressers, you need to give @JoeBiden and @SenKamalaHarris equal airtime! Who agrees? #VoteBlue2020",1.0,4.0,0.0,Non-Hateful
"FINALLY! Printing Co. fixed their mistake &amp; my #BidenHarris2020 stickers and signed prints featuring my drawing are FINALLY ready to ship![NEWLINE][NEWLINE]They came today, on my birthday![NEWLINE][NEWLINE]Order sticker: https://t.co/r8haaW65Iu[NEWLINE]Signed 8x10 print: https://t.co/f3QPrFprf4[NEWLINE][NEWLINE]Starts shipping MONDAY https://t.co/nKJ9LAePFV",0.0,2.0,0.0,Non-Hateful
@CNN The mainstream media and the deep state are terrified of an outsider changing Washington DC for good. #Trump2020,4.0,0.0,0.0,Non-Hateful
@CNNPolitics Why send new ballots?  Just send corrected return envelopes!!!  It’s as if @TheDemocrats WANT millions of extra ballots out their to aid in their voter fraud scheme!!   #MAGA #TRUMP2020 #LiberalTears,4.0,1.0,0.0,Non-Hateful
"Nigel Farage on fire! Great! Thank you, President Trump, thank you Nigel Farage! RT. https://t.co/Omm444uCFk",4.0,0.0,0.0,Non-Hateful
"@mhodg89 @azroofer1 @DailyCaller @POTUS These ""experts"" are coming out of the woodwork. They just hate that @realDonaldTrump isn't down and out. #trump2020.",4.0,0.0,0.0,Non-Hateful
@JoeBiden That there’s trees in the forest.... I NEVER KNEW!! 🙄#BidenHarris2020,0.0,4.0,0.0,Non-Hateful
"Michigan physicians ask TV stations to pull Trump ad, calling it a danger https://t.co/816hgSCLDJ",2.0,0.0,0.0,Non-Hateful
@DanRather The Rioting and vandalism needs to stop. It is just an excuse to cause ciaos in the streets. And Trump didn't start it. #Trump2020 [NEWLINE]Trump is the only one with the balls to put a stop to the ignorance. While Kamala and Sleepy Joe bail out the idiots in jail,4.0,1.0,0.0,Hateful
@WhatleyNCGOP @realDonaldTrump No president that has worked harder to infect Secret Service agents and hospitalized military veterans with a highly contagious and deadly disease.  We will vote him out and I am glad that NC will be instrumental in making that happen.  #BidenHarris2020 #BidenHarrisLandslide2020,1.0,4.0,0.0,Non-Hateful
"Bipartisan Christian group forms super PAC to oppose tRump ~ It's about time the true Faithful speak up , people are leaving churches in droves cause of trump, his character simply doesnt line up with Christian Faith.[NEWLINE][NEWLINE]https://t.co/CDtqI7x62e via @YahooNews",2.0,0.0,0.0,Non-Hateful
"We Are The 49ers,We Are Always Fighting&amp;We're Always Exciting,We Are The 49ers,We're The Team They All Want To Be,The Team Of The Century,We Are The @49ers   @SuperBowl #NFL #SanFrancisco #Trump2020  #Auspol #ABC If You’re Going To Have To Wear It,Wear Our Masks With Pride🇦🇺🇺🇸😷 https://t.co/jiqmpUFEqV",2.0,0.0,0.0,Non-Hateful
"Dementia is a tough disease to hide.  The only way to disguise it,  is to stay put and not let anyone see you. [NEWLINE][NEWLINE]#BidenHarris2020",0.0,1.0,0.0,Non-Hateful
#FridayThoughts [NEWLINE]Listen to testimonials of people who have NOT been forgotten by the most caring #prolife @POTUS of all time. [NEWLINE]#TRUMP2020 https://t.co/XIRknZdNKC,4.0,0.0,0.0,Non-Hateful
"The corruption &amp; arrogance must end! Trump has made a total mess out of America in less than 4 yrs!! He belongs in prison, not the White House. #VoteReady [NEWLINE][NEWLINE]#COVID19 #BidenHarris2020 https://t.co/Dlg3kFenFE",1.0,4.0,0.0,Non-Hateful
"@realDonaldTrump @FoxNews I have to give credit to [NEWLINE]@NorahODonnell for not joining Kamala Harris laugh-fest.. it made Harris look crazy.. As Joe Biden said yesterday on 60mins., she's smart as a devil, kinda scary! 🤡",2.0,3.0,0.0,Non-Hateful
Joe Biden AND Kamala made careers ruining the lives of black families. Trumps policies over last almost 4yrs only helped. That should tell you all you need to know about either how racist or what dumb 🐑 dem voters are. https://t.co/Hb4BAiOxm0,4.0,1.0,0.0,Non-Hateful
"@Cernovich Yes it likely bothers him that people can be that disrespectful but as hurting him politically, don’t think so. It only strengthens my resolve to vote in person for #trump2020 Others will likely follow suit",4.0,0.0,0.0,Non-Hateful
Your morning reminder that President Trump is spending the final weeks of the election:[NEWLINE][NEWLINE]- getting millions in free health care he doesn't pay for[NEWLINE][NEWLINE]- ramming through a Supreme Court nominee who will vote to take away health care for 23 million of us,1.0,0.0,0.0,Non-Hateful
"Phone Block,Text Block,Delete the Email and watch out for mail flyer information esp fraud voting registration by Repubican Parties and report unessential business,all these are why the Country is where it is now...These New Jobs #scammers #Trump2020 #Biden2020 #unemployment",2.0,2.0,0.0,Non-Hateful
@davidmweissman @icecube Interesting how Joe Biden cares so much yet when I scoop reached out to him he shot him down. Take the blindfold off.,0.0,1.0,0.0,Non-Hateful
@stscholasticas @Michael__Baskin @Chernobyled @yaacovba @Pobble8 @Scripteladora @ErezNeumark @P3ng1z @gagne_laurent @MargolisShana @OmarGon50128195 @DavidGo49819478 @ChosenZionist @SanityAssassins @TelAvivbroker @SyrianEcho @TheKanaaneh @TheZionist3 @Rochell16552885 @Pakeha56 @realHasdiaC @Leylakhalid22 @ZionistColonist @hyderjoseph1 @zimbo81180387 @Zico20907906 @FreeAlQuds1 @666Whyy616 @eraandsihk @DroffoJ @RevolutionNow21 @sofiar3hab @krewellaslove @Ezra_HaLevi @ProModelWorld @andre_vegte @OlivesStones @josephmeadors @FalconApoda @RigelLepus @tepermanle @kendai32910505 @ellyngail @HawardDaniel @qursan13 @NachumEli @dayamin69 @HebMacMan @passtheduchi @alqudsfreezone Biden is doomed again![NEWLINE][NEWLINE]https://t.co/HkDebuSNer,0.0,1.0,0.0,Non-Hateful
#Biden better hit trump over the head about not protecting our troops and sucking putin's ass!! #BidenHarris2020,1.0,4.0,0.0,Hateful
@KamalaHarris @JoeBiden Where are you???[NEWLINE]Shouldn’t you be out campaigning??[NEWLINE]Libs want to know!![NEWLINE]#BidenHarris2020,0.0,1.0,0.0,Non-Hateful
BREAKING:[NEWLINE][NEWLINE]Joe Biden is now the -200 favorite at Bovada to win the 2020 US Presidential Election.[NEWLINE][NEWLINE]This is the highest his odds have been set at so far this year.[NEWLINE][NEWLINE]Updated odds:[NEWLINE][NEWLINE]Joe Biden -200[NEWLINE]Donald Trump +170,2.0,2.0,0.0,Non-Hateful
